0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
